SiteID,BrandID,BrandName,PetrolStationName,Address,Postcode,Lat,Lng,FuelId,FuelName,Price,TransactionDateUtc,collection_datetime,collection_date
61501591,16,Mobil,Carlton Motors,97 Carlton Pde,5700,-32.490904,137.776586,2,Unleaded,2129.0,2022-03-11T03:54:48.173,2023-08-26 14:00:07.482703,2023-08-26
61501519,12,Independent,Krieger Rural Store,39-41 Kangaroo Flat Road,5278,-37.565696,140.695461,2,Unleaded,2250.0,2022-06-28T22:48:34.66,2023-08-26 14:00:07.482703,2023-08-26
61501940,16,Mobil,Emmetts Oakbank,206 Onkaparinga Valley Road,5243,-34.984773,138.842035,2,Unleaded,2170.0,2022-10-25T21:30:54.983,2023-08-26 14:00:07.482703,2023-08-26
61501507,12,Independent,The Bridge Garage,7 Gilbert St,5401,-34.357256,138.680968,2,Unleaded,1899.0,2023-03-01T06:16:52.82,2023-08-26 14:00:07.482703,2023-08-26
61577278,12,Independent,Punyelroo Caravan Park,153 Punyelroo Road,5353,-34.604092,139.603272,2,Unleaded,1925.0,2023-03-10T05:55:41.897,2023-08-26 14:00:07.482703,2023-08-26
61577372,12,Independent,Sheringa Roadhouse,12541 Flinders Hwy,5607,-33.84787603845105,135.2336608526655,2,Unleaded,2499.0,2023-04-21T02:34:07.357,2023-08-26 14:00:07.482703,2023-08-26
61577364,12,Independent,Western KI Caravan Park,7928 South Coast Road,5223,-35.960887,136.807755,2,Unleaded,2215.0,2023-04-21T06:33:35.47,2023-08-26 14:00:07.482703,2023-08-26
61577271,12,Independent,Cape Jaffa Holiday Park,18 King Drive,5275,-36.942958,139.685663,2,Unleaded,1980.0,2023-04-23T00:54:33.487,2023-08-26 14:00:07.482703,2023-08-26
61577377,12,Independent,Coorong Quays,Tolarno Dr,5214,-35.51400740209595,138.79865539872668,2,Unleaded,1999.0,2023-06-30T10:38:02.723,2023-08-26 14:00:07.482703,2023-08-26
61577341,12,Independent,Karoonda Bakery,19 Railway Terrace,5307,-35.094241,139.896501,2,Unleaded,2199.0,2023-07-23T05:39:03.863,2023-08-26 14:00:07.482703,2023-08-26
61570044,3421066,Ampol,Ampol Mount Gambier North,2 Scott Court,5290,-37.813292,140.788617,2,Unleaded,1939.0,2023-08-05T23:26:27.8,2023-08-26 14:00:07.482703,2023-08-26
61501708,86,Liberty,Jarrett Motor Company,510 Mt Barker Road,5155,-35.013144,138.770975,2,Unleaded,2129.0,2023-08-06T23:16:58.96,2023-08-26 14:00:07.482703,2023-08-26
61577295,12,Independent,The General at Cally,14-16 Baker Street,5254,-35.116621,139.037279,2,Unleaded,2093.0,2023-08-07T01:22:39.17,2023-08-26 14:00:07.482703,2023-08-26
61501589,12,Independent,Westside Vegie Patch,1A Caroona Rd,5700,-32.483942,137.758193,2,Unleaded,2159.0,2023-08-07T03:54:42.357,2023-08-26 14:00:07.482703,2023-08-26
61577397,86,Liberty,Dunning's Yalata,66880 Eyre Hwy,5690,-31.495726282010406,131.8118847754631,2,Unleaded,2069.0,2023-08-07T04:45:33.213,2023-08-26 14:00:07.482703,2023-08-26
61501538,12,Independent,Barossa Service Station,13 North St,5353,-34.501399,139.052832,2,Unleaded,1949.0,2023-08-07T05:19:48.307,2023-08-26 14:00:07.482703,2023-08-26
61577292,12,Independent,Emmetts Parndana,62 Wedgewood Road,5220,-35.789249,137.264041,2,Unleaded,2320.0,2023-08-07T05:50:40.84,2023-08-26 14:00:07.482703,2023-08-26
61570030,20,Shell,Shell Mallala,3 Adelaide Road,5502,-34.439107,138.509906,2,Unleaded,1949.0,2023-08-07T06:20:39.54,2023-08-26 14:00:07.482703,2023-08-26
61570147,3421066,Ampol,Flight Motors Pty Ltd,20 Bookpurnong Tce,5333,-34.449739,140.574178,2,Unleaded,1995.0,2023-08-07T23:30:00.42,2023-08-26 14:00:07.482703,2023-08-26
61501409,3421066,Ampol,Ampol Kingscote,26 Telegraph Road,5223,-35.652935,137.635639,2,Unleaded,2249.0,2023-08-07T23:52:43.77,2023-08-26 14:00:07.482703,2023-08-26
61577336,12,Independent,William Creek Hotel,Lot 16 Oodnadatta Track,5723,-28.906542,136.338902,2,Unleaded,3190.0,2023-08-08T00:16:05.64,2023-08-26 14:00:07.482703,2023-08-26
61501495,12,Independent,Point Turton Servo,72 Bayview Road,5575,-34.946918,137.353534,2,Unleaded,2090.0,2023-08-08T02:32:41.277,2023-08-26 14:00:07.482703,2023-08-26
61501640,12,Independent,Bulls Garage Coober Pedy,143-147 Hutchison Street,5723,-29.005291,134.755932,2,Unleaded,1930.0,2023-08-08T08:00:05.163,2023-08-26 14:00:07.482703,2023-08-26
61577354,12,Independent,Yelwap Fuel,1950 North East Road,5133,-34.824058,138.774531,2,Unleaded,2049.0,2023-08-08T08:07:05,2023-08-26 14:00:07.482703,2023-08-26
61501943,5,BP,Penneshaw Fuel and Hardware,52 Thomas Wilson Street,5222,-35.717623,137.936907,2,Unleaded,2239.0,2023-08-09T01:02:27.997,2023-08-26 14:00:07.482703,2023-08-26
61501546,12,Independent,Cape Jervis Tavern And General Store,35 Main South Road,5204,-35.604074,138.107986,2,Unleaded,2090.0,2023-08-09T06:00:48,2023-08-26 14:00:07.482703,2023-08-26
61577056,12,Independent,Port Hughes General Store,2 Minnie Terrace,5558,-34.075873,137.545708,2,Unleaded,1989.0,2023-08-09T21:52:28.57,2023-08-26 14:00:07.482703,2023-08-26
61577296,12,Independent,Minnipa Community Store,15 Railway Terrace,5654,-32.854504,135.153805,2,Unleaded,2050.0,2023-08-09T23:15:30.473,2023-08-26 14:00:07.482703,2023-08-26
61501813,12,Independent,Sutton Ford,14 Ian Oliver Drive,5330,-34.183111,139.991655,2,Unleaded,1925.0,2023-08-10T00:18:43.62,2023-08-26 14:00:07.482703,2023-08-26
61577370,12,Independent,Whyalla Airport,"Terminal Building Whyalla Airport, Lincoln Hwy",5601,-33.05217971049726,137.52181098548382,2,Unleaded,2200.0,2023-08-10T01:43:28.02,2023-08-26 14:00:07.482703,2023-08-26
61501542,12,Independent,Venus Bay Licensed General Store,41-43 Matson Terrace,5607,-33.23287932118407,134.672856056636,2,Unleaded,2200.0,2023-08-11T00:06:36.53,2023-08-26 14:00:07.482703,2023-08-26
61501425,20,Shell,Shell Coober Pedy,454 Hutchison St & Malliotis St,5723,-29.015961,134.754876,2,Unleaded,2119.0,2023-08-11T04:22:07.177,2023-08-26 14:00:07.482703,2023-08-26
61577313,12,Independent,Vivonne Bay General Store & Bottle Shop,4417 South Coast Road,5223,-35.969265,137.178392,2,Unleaded,2320.0,2023-08-11T04:55:06.667,2023-08-26 14:00:07.482703,2023-08-26
61577371,12,Independent,Willalooka Tavern & Cafe,3449 Riddoch Hwy,5267,-36.39342477329107,140.35067667949986,2,Unleaded,2070.0,2023-08-11T06:18:53.027,2023-08-26 14:00:07.482703,2023-08-26
61577250,3421066,Ampol,Saltwater Roadhouse,43-46 Flinders Highway,5670,-33.641933,134.889567,2,Unleaded,2109.0,2023-08-11T21:48:39.52,2023-08-26 14:00:07.482703,2023-08-26
61570028,12,Independent,TG Atkins,13 Main St,5573,-34.496961,137.484678,2,Unleaded,2019.0,2023-08-12T02:11:03.977,2023-08-26 14:00:07.482703,2023-08-26
61577316,12,Independent,Cockatoo Valley Community Store,251 Williamstown Road,5351,-34.620358,138.840029,2,Unleaded,1989.0,2023-08-12T04:50:43.067,2023-08-26 14:00:07.482703,2023-08-26
61570239,12,Independent,Greenock General Store,37-39 Adelaide Road,5360,-34.458779,138.924742,2,Unleaded,2039.0,2023-08-12T22:28:09.2,2023-08-26 14:00:07.482703,2023-08-26
61577350,12,Independent,Andamooka Fuel Depot,Lot 107 Opal Creek Boulevard,5722,-30.448249,137.166626,2,Unleaded,2190.0,2023-08-13T23:23:41.033,2023-08-26 14:00:07.482703,2023-08-26
61501947,16,Mobil,Stirling North Fuel,47 Quorn Rd,5710,-32.517511,137.842667,2,Unleaded,2019.0,2023-08-14T02:49:04.653,2023-08-26 14:00:07.482703,2023-08-26
