address,lat,long,convenient
7829 Ross Highway,-23.593343,134.493035,False
795 Cox Peninsula Road,-12.701106,131.015543,False
Plenty Highway,-22.612895,135.036634,False
1 Redgum Road,-22.262279,134.970824,False
Cnr Roystonea Avenue & Temple Terrace,-12.478572,130.98852,True
25 Standley Street,-19.654691,134.185093,True
3737 Arnhem Highway,-12.9001,131.67569,True
"Lot 558, Elcho Island",-12.02066,135.57542,False
331 Bagot Road,-12.394908,130.85574,False
"PL 757 Portion 1333, Savannah Way, via Borroloola NT 0854",-15.721022,135.640308,False
"Lot 32, Bonya Community ",-22.789573,136.169381,False
"Lot 35, Webb Street",-22.803378,134.454302,False
"CMB 7, Stuart Highway",-18.3186,133.79596,True
8824-8844 Stuart Highway,-24.338779,133.459558,True
6 LARAPINTA DRIVE,-23.701117,133.871468,True
Byrnes Road / Namatjira Drive,-23.685993,132.673207,True
4 Dowdy Court,-23.69296,133.86375,False
"Lot 15, Peppi Main Road",-14.156288,130.081742,False
9047 Stuart Highway,-18.318526,133.795469,True
9047 Stuart Highway,-18.3186,133.79596,True
"Mon to Fri 9am-1pm & 2pm-5pm, Sat 9am-12pm. 123/Lot 16 Mica Road",-22.984263,134.935567,False
26  Spencer Street,-22.12836,133.41331,True
9047 Stuart Highway - 24 Hours,-18.318526,133.795469,True
9047 Stuart Highway - 24 Hours,-18.3186,133.79596,True
Cnr Stuart Highway and Carpentaria Highway,-16.307701,133.385469,True
462 Davis Drive,-23.800427,133.901217,False
465 Stuart Highway,-12.52364,131.04365,True
425 STUART HWY,-12.52248,131.04209,True
46 Coonawarra Road,-12.43074,130.87497,True
283 Trower Road,-12.37214,130.8837,False
15 Yarrawonga Road,-12.47022,130.98502,True
Cnr McMillans Rd & Neale St,-12.39749,130.86025,False
"Lot 1102, 164 Forrest Parade",-12.50878,130.99037,False
67 Roper Terrace,-14.92541,133.069039,True
Byrnes Road / 1 Namatjira Drive,-23.685993,132.673207,True
Lot 82 - Store Street,-22.534303,132.754003,False
34-36 Stuart Highwy,0.0,0.0,False
34-36 Stuart Highway,-12.448807,130.8415,True
"6 Mumu Street, Imanpa",-25.128982,132.571464,False
