address,lat,long
"25 Andrew Street, ESPERANCE , Western Australia",-33.861317,121.8906874
"87 Great Northern Highway, FITZROY CROSSING , Western Australia",-18.2032038,125.5716135
"2 Strelitzia Ave, FORRESTFIELD , Western Australia",-31.9842814,116.0087412
"101 Hampton Road, FREMANTLE , Western Australia",-32.059132,115.7561012
"60 Marangaroo Drive, GIRRAWHEEN , Western Australia",-31.8344289,115.8388554
"14 Guava Way, HALLS HEAD , Western Australia",-32.5487322,115.7036291
"3 Guildford Road, MOUNT LAWLEY , Western Australia",-31.9382534,115.8769923
"6 Jersey Street, JOLIMONT , Western Australia",-31.9473616,115.8119809
"222 Manning Road, KARAWARA , Western Australia",-32.0121016,115.8764843
"6 Madigan Road, STOVE HILL , Western Australia",-20.7947972,116.776574
"13 Searipple Road, KARRATHA , Western Australia",-20.7278586,116.8486436
"518 Abernethy Road, KEWDALE , Western Australia",-31.9646949,115.9390044
"47 Renegade Way, KINGSLEY , Western Australia",-31.8197135,115.8029111
"17 Poinciana Street, KUNUNURRA , Western Australia",-15.7807528,128.73355
"4 Beach Street, KWINANA BEACH , Western Australia",-32.2433045,115.776389
"49 Banksiadale Gte, LAKELANDS , Western Australia",-32.4694529,115.765426
"70 Nicholson Road, LANGFORD , Western Australia",-32.0539872,115.9316338
"29/51 Farrington Street, LEEMING , Western Australia",,
"117 Burslem Drive, MADDINGTON , Western Australia",-32.0491828,115.977118
"492 Alexander Drive, MALAGA , Western Australia",-31.8532147,115.8775454
"Cnr Pinjarra Road & Watson Drive, BARRAGUP , Western Australia",,
"78 Bussell Highway, MARGARET RIVER , Western Australia",-33.9820034,115.08771
"Lot 821 Main Street, MEEKATHARRA , Western Australia",-26.5864472,118.4982578
"Lot 46 Great Northern Highway, MIDDLE SWAN , Western Australia",-31.8666033,116.0143495
"582 Stirling Highway, MOSMAN PARK , Western Australia",-32.011425,115.7555419
"253 Walcott Street, NORTH PERTH , Western Australia",-31.923344,115.8590976
"1 The Esplanade, MOUNT PLEASANT , Western Australia",-32.040763,115.8593796
"69 North Lake Road, MYAREE , Western Australia",-32.0461401,115.815813
"10 Beamish Ave, NORTHAM , Western Australia",-31.6578901,116.670268
"6 Marina Bvd, OCEAN REEF , Western Australia",-31.7675958,115.7502951
"11 Roberts Street West, OSBORNE PARK , Western Australia",-31.9077843,115.8189265
"80 Carrington Street, PALMYRA , Western Australia",-32.0481656,115.7794735
"480 William Street, PERTH , Western Australia",-31.9430023,115.8631379
"Lot 2065 Wilson Street, PORT HEDLAND , Western Australia",,
"205 West Coast Highway, SCARBOROUGH , Western Australia",-31.8901435,115.7575546
"492 Mandurah Road, SINGLETON , Western Australia",-32.4473666,115.7633097
"Lot 5553 Great Northern Highway, WEDGEFIELD , Western Australia",,
"3 Canning Highway, SOUTH PERTH , Western Australia",-31.9885559,115.8710401
"216 Lakey Street, SOUTHERN RIVER , Western Australia",-32.0905357,115.9471817
"2 Fortyn Ct, MAHOMETS FLATS , Western Australia",-28.7912318,114.6161075
"1333 Great Northern Highway, UPPER SWAN , Western Australia",-31.7571907,116.0370663
"2 Napoleon Prom, VASSE , Western Australia",-33.675003149999995,115.25125705028978
"66 Kent Street, EAST VICTORIA PARK , Western Australia",-31.9878426,115.8930714
"1-9 Gnangara Drive, WAIKIKI , Western Australia",-32.3155082,115.7531554
"1 Niche Pde, WANGARA , Western Australia",-31.7916712,115.8523617
"621 Wanneroo Road, WANNEROO , Western Australia",-31.6101151,115.7126511
"274 Erindale Road, WARWICK , Western Australia",-31.8339416,115.8140767
"337 Cambridge Street, WEMBLEY , Western Australia",-31.9407697,115.8231341
"30 Thomas Street, WEST PERTH , Western Australia",-31.9457159,115.83967439228756
"88 Champion Drive, SEVILLE GROVE , Western Australia",-32.1336563,116.005197
"239-247 High Road, WILLETTON , Western Australia",-32.0387669,115.9012309
"115 North West Coastal Highway, WONTHELLA , Western Australia",-28.7689747,114.6243222
"93 Capel Drive, CAPEL , Western Australia",-33.5520903,115.5537562
"14755 South Western Highway, PICTON EAST , Western Australia",-33.3372518,115.7409785
"142 Dunreath Drive, PERTH AIRPORT , Western Australia",-31.9403602,115.9518493
"60 Bussell Highway, COWARAMUP , Western Australia",-33.8661695,115.0949981
"24 Maitland Road, MULLEWA , Western Australia",-28.5394873,115.5126132
"4 Johnston Street, DALWALLINU , Western Australia",-30.2688261,116.6624524
"11 Charlotte Street, DARDANUP , Western Australia",-33.3999865,115.7542758
"1230 Rosa Brook Road, ROSA BROOK , Western Australia",,
"8222 South Western Highway, WAROONA , Western Australia",-32.9329746,115.9048126
"46 Clarendon Street, DERBY , Western Australia",-17.3048265,123.62938279411028
"39 Moreton Tce, DONGARA , Western Australia",-29.2514746,114.931089
"7 Clementson Street, BROOME , Western Australia",-17.9714517,122.2221567
"125 Robinson Street, MORGANTOWN , Western Australia",-24.8782995,113.6609117
"520 Robinson Street, KINGSFORD , Western Australia",,
"5 Margerison Street, MANJIMUP , Western Australia",-34.2591973,116.1462491
"21 Willis Street, NEWMAN , Western Australia",-23.3702035,119.734478
"38 Peel Tce, NORTHAM , Western Australia",-31.6504977,116.6827978
"254 South Western Highway, PICTON , Western Australia",-33.351176,115.6946165
"127 Giblett Street, MANJIMUP , Western Australia",-34.2417467,116.1461786
"48 McLarty Street, DWELLINGUP , Western Australia",-32.7136655,116.0652894
"111 Morgans Street, RAVENSTHORPE , Western Australia",-33.5824254,120.032641
"2 Brinsden Road, WEST KALGOORLIE , Western Australia",-30.7768981,121.4307203
"1309 Lower Denmark Road, ELLEKER , Western Australia",-35.0080812,117.7233094
"2 Huston Street, EXMOUTH , Western Australia",-21.9378463,114.1259475
"67 Lundy Ave, CUNDERDIN , Western Australia",-31.6498354,117.2376683
"54 Cumberland Road, FORRESTFIELD , Western Australia",-31.9938304,116.0117742
"53 Emanuel Way, FITZROY CROSSING , Western Australia",-18.1975427,125.5691474
"Lot 277 Great Northern Highway, FITZROY CROSSING , Western Australia",,
"18 Nockolds Street, WALPOLE , Western Australia",-34.9764696,116.7310162
"7 South Western Highway, DONNYBROOK , Western Australia",-33.5795825,115.8404084
"94 Ommaney Road, BRUNSWICK , Western Australia",-33.2540829,115.8387182
"328 Marine Tce, GEOGRAPHE , Western Australia",-33.638357,115.3737819
"12 Auger Way, MARGARET RIVER , Western Australia",-33.9655678,115.0717043
"84 Strelly Street (Cnr Fairlawn Road), BUSSELTON , Western Australia",,
"20 Great Eastern Highway, GLEN FORREST , Western Australia",-31.903042,116.1039143
"2 Bayview Drive, GRACETOWN , Western Australia",-33.8658486,114.9871306
"28 Blackwood Road, GREENBUSHES , Western Australia",-33.850445,116.0598878
"143 Throssell Street, COLLIE , Western Australia",-33.3615962,116.1626679
"65 Roberts Street, MOORA , Western Australia",-30.6269676,116.0038958
"40 Kent Street, ROCKINGHAM , Western Australia",-32.2647318,115.7460498
"81 King Road, EAST BUNBURY , Western Australia",-33.332456,115.6538997
"14270 South Western Highway, WATERLOO , Western Australia",-33.3238663,115.7702837
"63 Avon Tce, YORK , Western Australia",-31.8934123,116.7682663
"213 Harbour Road, CHADWICK , Western Australia",-33.8464121,121.8864281
"777 Great Northern Highway, HERNE HILL , Western Australia",-31.8407455,116.0156677
"154 Albany Highway, KOJONUP , Western Australia",-33.9430554,117.1899241
"1615 Canning Road, KARRAGULLEN , Western Australia",-32.0981314,116.1170796
"47 Albany Highway, KOJONUP , Western Australia",-33.9430554,117.1899241
"22 Bashford Street, JURIEN BAY , Western Australia",-30.3015395,115.0458764
"2263 Mandurah Road, KARNUP , Western Australia",-32.4058375,115.774048
"12425 Bussell Highway, KARRIDALE , Western Australia",-34.2006399,115.0997219
"7 Hutton Street, OSBORNE PARK , Western Australia",-31.9017533,115.820669
"63 William Street, BECKENHAM , Western Australia",-32.0141337,115.9646597
"103 Calista Ave, CALISTA , Western Australia",-32.2528023,115.8070906
"2341 Albany Highway, GOSNELLS , Western Australia",-32.0928915,116.0132116
"69-71 Wilson Street, KALGOORLIE , Western Australia",-30.7526432,121.4748179
"2 Cockatoo Street, NICKOL , Western Australia",-20.7464046,116.8077631
"2 Cowle Street, LANDSDALE , Western Australia",,
"557 Albany Highway, ALBANY , Western Australia",-34.9638169,117.8193953
"17 Brisbane Street (Cnr Pier Street), PERTH , Western Australia",,
"Cnr Pinjarra Road & Carey Street, PINJARRA , Western Australia",,
"10805 Brand Highway, CATABY , Western Australia",-30.7704043,115.5658738
"639 Frenchmans Bay Road, LITTLE GROVE , Western Australia",,
"259 Railway Ave, KELMSCOTT , Western Australia",-32.1118623,116.0126097
"512 Rudds Gully Road, NARNGULU , Western Australia",-28.8181769,114.6946666
"43738 South Coast Highway, MANYPEAKS , Western Australia",-34.838574,118.1723619
"119 Main Street, MEEKATHARRA , Western Australia",-26.5864472,118.4982578
"16 Main Street, MEEKATHARRA , Western Australia",-26.5864472,118.4982578
"1 Fortyn Ct, MAHOMETS FLATS , Western Australia",-28.7912952,114.6166799
"74 Bashford Street, JURIEN BAY , Western Australia",-30.3061814,115.0373403
"Cnr Great Eastern Highway & Yilgarn Ave, MALABAINE , Western Australia",,
"108 Great Northern Highway, WUBIN , Western Australia",-30.0689686,116.6803837
"753 Geraldton-Mt Magnet Road, MOONYOONOOKA , Western Australia",-28.7910196,114.6895115
"48 Lowood Road, MOUNT BARKER , Western Australia",-34.6278192,117.6623435
"20 Paterson Street, MUNDIJONG , Western Australia",-32.2874157,115.9891438
"22 Fairway Street, NARROGIN , Western Australia",-32.9410817,117.1797139
"Lot 315 Great Northern Highway, FITZROY CROSSING , Western Australia",-18.0914602,125.4031393
"49 Great Eastern Highway, BELLEVUE , Western Australia",-31.8929217,116.0197492
"7 Mead Street, KALAMUNDA , Western Australia",-31.973583249999997,116.05930732675
"1 Davison Street, MADDINGTON , Western Australia",-32.0453632,115.9886732
"6 Beacham Road, RAVENSWOOD , Western Australia",-32.609013,115.8397075
"443 Great Eastern Highway, REDCLIFFE , Western Australia",-31.9293567,115.9464861
"6 Windy Harbour Road, NORTHCLIFFE , Western Australia",-34.6488533,116.1189695
"17 Zamia Street, NORTHCLIFFE , Western Australia",-34.6330855,116.1195317
"4 Bayonet Head Road (Cnr Lower King Road), ALBANY , Western Australia",,
"31 Barlee Street, BUSSELTON , Western Australia",-33.6611603,115.347163
"10 Nockolds Street, WALPOLE , Western Australia",-34.9754012,116.7350616
"6947 South Western Highway, COOLUP , Western Australia",-32.7805231,115.8915701
"52 Mitchell Road, PRESTON BEACH , Western Australia",-32.882261,115.6578103
"200 Mirrabooka Ave, ALEXANDER HEIGHTS , Western Australia",-31.8297233,115.85404063179777
"10 Orchard Ave, ARMADALE , Western Australia",-32.1500693,116.0145823
"229 Balcatta Road, BALCATTA , Western Australia",-31.8565793,115.8021455
"67 Ridge Bvd, BALDIVIS , Western Australia",-32.3537278,115.8077808
"502 Guildford Road, BAYSWATER , Western Australia",-31.9319307,115.8896396
"681 Albany Highway, BEDFORDALE , Western Australia",-32.1499135,116.0271782
"16-20 Clayton Street, BELLEVUE , Western Australia",-31.9010064,116.02825403149369
"33 Belvidere Street, BELMONT , Western Australia",-31.9464975,115.9396016
"7080 Forrest Highway, BINNINGUP , Western Australia",-33.1486761,115.7200392
"1 Brittain Road, CAREY PARK , Western Australia",-33.3597468,115.6459554
"265 Great Eastern Highway, BURSWOOD , Western Australia",-31.966017,115.8906688
"99 Causeway Road, BUSSELTON , Western Australia",-33.6616414,115.3568658
"8 Kardan Bvd, BYFORD , Western Australia",-32.207361,115.9779297
"59 Hudson Street, GREYS PLAIN , Western Australia",-24.882079,113.6980493
"49 Norseman Road, CASTLETOWN , Western Australia",-33.8324951,121.896497
"393 Canning Highway, COMO , Western Australia",-31.9950241,115.865604
"8 Repton Street, DAYTON , Western Australia",-31.85108475,115.96860439207907
"61 Walter Road West, DIANELLA , Western Australia",-31.89956,115.8892678
"Lot 6 Beckwith Road, CHADWICK , Western Australia",-33.8427538,121.8839021
"1400 Great Eastern Highway, GLEN FORREST , Western Australia",-31.903042,116.1039143
"1182 Chapman Road, GLENFIELD , Western Australia",-28.6713726,114.6221592
"16 Johnson Street, GUILDFORD , Western Australia",-31.8993678,115.9687666
"1 Wishart Street, GWELUP , Western Australia",-31.8764983,115.7989375
"216 Rockingham Road, HAMILTON HILL , Western Australia",-32.0932687,115.7828414
"224 Clontarf Road, HAMILTON HILL , Western Australia",-32.0756929,115.7740317
"81 Uduc Road, HARVEY , Western Australia",-33.0806369,115.8970209
"81 Quill Way, HENDERSON , Western Australia",-32.1591285,115.7788308
"494 Kalamunda Road, HIGH WYCOMBE , Western Australia",-31.9313182,115.9986841
"49 Candlewood Bvd, JOONDALUP , Western Australia",-31.7294398,115.7645026
"26 Kalamunda Road, KALAMUNDA , Western Australia",-31.97544535,116.0519077606578
"9 Kayili Road, WEST KALGOORLIE , Western Australia",-30.7853293,121.4304203
"77 Egan Street, KALGOORLIE , Western Australia",-30.7491935,121.4727417
"164 Brookton Highway, KARRAGULLEN , Western Australia",-32.0978872,116.0956812
"157 Morley Drive, KIARA , Western Australia",-31.8875658,115.939837
"2257 Victoria Highway, KUNUNURRA , Western Australia",-15.7927948,128.7590829
"32 Bandicoot Drive, KUNUNURRA , Western Australia",-15.7818446,128.736145
"Cnr Mandurah Road & Beach Street, KWINANA BEACH , Western Australia",,
"220 Gnangara Road, LANDSDALE , Western Australia",-31.7949746,115.8596318
"194 Canning Road, LESMURDIE , Western Australia",-32.0005252,116.0676647
"2 Lynwood Ave, LYNWOOD , Western Australia",-32.0355067,115.9266233
"137 Kelvin Road, MADDINGTON , Western Australia",-32.0303425,116.0054293
"182 Wanneroo Road, MADELEY , Western Australia",-31.8188341,115.82117204994388
"1896 Beach Road, MALAGA , Western Australia",-31.8553279,115.8931648
"715 Pinjarra Road, BARRAGUP , Western Australia",,
"1182 South Western Highway, MANJIMUP , Western Australia",-34.2362667,116.149258
"25 Meadow Springs Drive, MEADOW SPRINGS , Western Australia",-32.4967021,115.7522329
"5/4 Hughie Edwards Drive, MERRIWA , Western Australia",-31.6579614,115.7091467
"232-234 Morrison Road, MIDVALE , Western Australia",-31.8860881,116.028185
"22 Anchorage Drive, MINDARIE , Western Australia",-31.6857753,115.7038879
"81 Guildford Road, MOUNT LAWLEY , Western Australia",-31.9371503,115.8798447
"317 Albany Highway, MOUNT MELVILLE , Western Australia",-35.0045789,117.8662171
"7060 Great Eastern Highway, MUNDARING , Western Australia",-31.9013825,116.0446237
"512 Rockingham Road, MUNSTER , Western Australia",-32.1458873,115.7898875
"170 Murdoch Drive, MURDOCH , Western Australia",-32.07917835,115.8430577056184
"6043 Forrest Highway, MYALUP , Western Australia",-33.1066685,115.7231647
"2056 Wanneroo Road, NEERABUP , Western Australia",-31.6705147,115.7410023
"311 Fitzgerald Street, WEST PERTH , Western Australia",-31.9429816,115.8542827
"5 Messmate Way, KUNUNURRA , Western Australia",-15.7782348,128.7398907
"8 Main Street, OSBORNE PARK , Western Australia",-31.913625,115.8284098
"60 Meares Ave, KWINANA TOWN CENTRE , Western Australia",-32.2471435,115.8167817
"204 Shiraz Bvd, PEARSALL , Western Australia",-31.7852909,115.8274221
"7 Maritana Street, PICCADILLY , Western Australia",-30.742965,121.4704477
"4 Remisko Drive, FORRESTDALE , Western Australia",-32.1422043,115.9743127
"770 Brookton Highway, ROLEYSTONE , Western Australia",-32.1157007,116.0832658
"96 Great Eastern Highway, SAWYERS VALLEY , Western Australia",-31.8851657,116.2612106
"1 Altitude Ave, PORT HEDLAND , Western Australia",-20.3847169,118.6105972
"1540 Bussell Highway, STRATHAM , Western Australia",-33.4703918,115.5940511
"15323 Great Eastern Highway, TAMMIN , Western Australia",-31.6203308,117.6278358
"156 Brand Highway, TARCOOLA BEACH , Western Australia",-28.8027948,114.6208981
"1383 Great Northern Highway, UPPER SWAN , Western Australia",-31.7571907,116.0370663
"162-170 Albany Highway, VICTORIA PARK , Western Australia",-31.9794928,115.899741
"1 Brady Street, WANGARA , Western Australia",-31.7856886,115.8195502
"951 Wanneroo Road, WANNEROO , Western Australia",-31.6101151,115.7126511
"649-651 Safety Bay Road, WARNBRO , Western Australia",-32.3261998,115.7512622
"604 Welshpool Road East, WATTLE GROVE , Western Australia",-32.0074062,115.9933812
"3 Manganese Street, WEDGEFIELD , Western Australia",-20.3760906,118.5934095
"23 Kewdale Road, WELSHPOOL , Western Australia",-31.9952085,115.9437887
"3381 Great Eastern Highway, WUNDOWIE , Western Australia",-31.806759,116.3619468
"1 Ikara Lane, YANCHEP , Western Australia",,
"398 Hector Street, YOKINE , Western Australia",-31.9042607,115.8528392
"40 Harbour Road, GREYS PLAIN , Western Australia",-24.8829903,113.695925
"10513 Brand Highway, CATABY , Western Australia",-30.7704043,115.5658738
"2 Clinch Road, DALWALLINU , Western Australia",-30.2741375,116.6634986
"256 Deepdale Road, MERU , Western Australia",-28.8008632,114.6913003
"120 Flores Road, WEBBERTON , Western Australia",-28.7536322,114.6295498
"Cnr John Willcock Link & Portway, WEST END , Western Australia",,
"57 Great Eastern Highway, MECKERING , Western Australia",-31.6461781,117.00152
"81 Oliver Street, MEEKATHARRA , Western Australia",-26.5940395,118.4994818
"Lot 3 Great Northern Highway, PORT HEDLAND , Western Australia",-20.3912312,118.663981
"620 Chapman Road, GLENFIELD , Western Australia",-28.7196691,114.6273591
"4641 Great Eastern Highway, BAKERS HILL , Western Australia",-31.7428018,116.4671075
"27 Company Road, SOUTH GREENOUGH , Western Australia",-28.9845726,114.7741799
"2 Falls Road, SERPENTINE , Western Australia",-32.3644188,115.9915173
"12 Longstaff Ave, ALKIMOS , Western Australia",-31.6275384,115.6915752
"2539 Great Northern Highway, BULLSBROOK , Western Australia",-31.6843534,116.0329888
"69 South Coast Highway, DENMARK , Western Australia",-34.96741,117.435625
"147 Harbour Road, CHADWICK , Western Australia",-33.8464121,121.8864281
"472 Great Eastern Highway, ASCOT , Western Australia",-31.9329157,115.9400686
"36 Welshpool Road, WELSHPOOL , Western Australia",-31.9936097,115.9192965
"102 Deepdale Road, MERU , Western Australia",-28.8008632,114.6913003
"2095 Toodyay Road, GIDGEGANNUP , Western Australia",-31.8203756,116.1279746
"1100 Abernethy Road, HIGH WYCOMBE , Western Australia",-31.9302542,115.9946382
"2 Jarrahdale Road, JARRAHDALE , Western Australia",-32.3345696,116.0569589
"629 Lower King Road, LOWER KING , Western Australia",-34.9537705,117.9357186
"31 Dreyer Street, MECKERING , Western Australia",-31.6311881,117.0069232
"44 Egerton Street, NARROGIN , Western Australia",-32.9334448,117.1780897
"6519 Albany Highway, NORTH BANNISTER , Western Australia",-32.5564626,116.4220687
"101 Guy Street, BROOME , Western Australia",-17.9655844,122.2367791
"Lot 1 Newman Drive, NEWMAN , Western Australia",-23.3572016,119.7369398
"280 Fourth Street, WONTHELLA , Western Australia",-28.7643376,114.6336715
"86 Avon Tce, YORK , Western Australia",-31.8934123,116.7682663
"Lot 24 Albany Highway, WILLIAMS , Western Australia",-33.0389233,116.8859415
"16 South Yunderup Road, SOUTH YUNDERUP , Western Australia",-32.5845472,115.7806522
"1287 Brookton Highway, KARRAGULLEN , Western Australia",-32.1148281,116.1456944
"4 Cassidy Street, KALGOORLIE , Western Australia",-30.7480996,121.4728509
"309 Albany Highway, MOUNT MELVILLE , Western Australia",-35.0056065,117.8668012337838
"178 South Western Highway, ARMADALE , Western Australia",-32.1565935,116.0179116
"335 Collier Road, BASSENDEAN , Western Australia",-31.9071577,115.9421304
"13 Whyalla Ct, BIBRA LAKE , Western Australia",-32.0951297,115.8026817
"26 Davis Street, BOULDER , Western Australia",-30.7783226,121.4689088
"49 Reid Road, CABLE BEACH , Western Australia",-17.9539539,122.2152599
"801-803 South Western Highway, BYFORD , Western Australia",-32.2308896,116.0061448
"45 South Coast Highway, DENMARK , Western Australia",-34.96741,117.435625
"916 Albany Highway, EAST VICTORIA PARK , Western Australia",-31.9814029,115.900951
"3 Locke Lane, ELLENBROOK , Western Australia",-31.7795423,115.968082
"9 Winterfold Road, HAMILTON HILL , Western Australia",-32.0747411,115.7914361
"4 Walter Padbury Bvd, PADBURY , Western Australia",-31.8162281,115.7748802
"150 Massingham Street, KELLERBERRIN , Western Australia",,
"410-412 Orrong Road, KEWDALE , Western Australia",-31.974345,115.9216609
"138 Albany Highway, KOJONUP , Western Australia",-33.9430554,117.1899241
"2 Feilman Drive, LEDA , Western Australia",-32.2596526,115.8055172
"779 Gnangara Road, LEXIA , Western Australia",-31.7956269,115.8876599
"1 Rose Street, MANJIMUP , Western Australia",-34.2466401,116.1419778
"31763 Albany Highway, MOUNT BARKER , Western Australia",-34.6033841,117.656785
"791 Beaufort Street, MOUNT LAWLEY , Western Australia",-31.92594775,115.88018933033578
"182 Leach Highway, MYAREE , Western Australia",-32.0460896,115.8172354
"2038 Wanneroo Road, NEERABUP , Western Australia",-31.6705147,115.7410023
"31 Fitzgerald Street, NORTHBRIDGE , Western Australia",-31.94555615,115.85234929511057
"479 Scarborough Beach Road, OSBORNE PARK , Western Australia",-31.9037634,115.8021549
"121 Quinns Road (Cnr Tapping Way), QUINNS ROCKS , Western Australia",,
"50 Rifle Range Road, RANGEWAY , Western Australia",-28.7840873,114.6293431
"11 Wygonda Road, ROLEYSTONE , Western Australia",-32.112534,116.0708569
"49 Berrigan Drive, SOUTH LAKE , Western Australia",-32.113366,115.8374714
"Lot 101 Terrier Pl, SOUTHERN RIVER , Western Australia",-32.1204069,115.9559477
"2 Servetus Street, SWANBOURNE , Western Australia",-31.97625,115.7670223
"28 Northerly Street, VASSE , Western Australia",-33.6759524,115.2505438
"126 Forrest Road, ARMADALE , Western Australia",-32.1519179,116.0100967
"268 Great Eastern Highway, ASCOT , Western Australia",-31.9365391,115.9334303
"309 Guildford Road, BASSENDEAN , Western Australia",-31.9007869,115.9594809
"168 Walter Road West, BEDFORD , Western Australia",,
"495 Beechboro Road N, BEECHBORO , Western Australia",-31.8649652,115.9247615
"169 Hampton Street, BRIDGETOWN , Western Australia",-33.9667861,116.1344196
"375 Bussell Highway, BROADWATER , Western Australia",-33.6605763,115.2699682
"42 Strickland Street, BUNBURY , Western Australia",-33.3338976,115.6474382
"868 South Western Highway, BYFORD , Western Australia",-32.2308896,116.0061448
"427 Charles Street, NORTH PERTH , Western Australia",-31.9234194,115.8510357
"1 Bayley Street, COOLGARDIE , Western Australia",-30.9546617,121.163342
"45 South Western Highway, DONNYBROOK , Western Australia",-33.5795825,115.8404084
"114 Rockingham Road, HAMILTON HILL , Western Australia",-32.0803198,115.7656405
"46 South Western Highway, HARVEY , Western Australia",-32.9482273,115.9099299
"4 Ocean Street, KWINANA BEACH , Western Australia",-32.247146,115.7734156
"2 Rafferty Road, MANDURAH , Western Australia",-32.5177855,115.7486044
"430 Morley Drive, MORLEY , Western Australia",-31.8888637,115.9285385
"9 McVicar Pl, MOUNT HELENA , Western Australia",-31.8780576,116.210358
"66 Sylvia Street, NOLLAMARA , Western Australia",-31.8806161,115.8396208
"58 George Street, PINJARRA , Western Australia",-32.6302653,115.8731058
"35 Blackburn Drive, PORT KENNEDY , Western Australia",-32.3700744,115.7589792
"367 Caves Road, KEALY , Western Australia",-33.6595394,115.2473249
"333 Rockingham Road, SPEARWOOD , Western Australia",-32.1010754,115.7827567
"123 Thomas Street, SUBIACO , Western Australia",-31.9522258,115.8310223
"2086 Toodyay Road, GIDGEGANNUP , Western Australia",-31.8203756,116.1279746
"157 Grand Ent, AUSTRALIND , Western Australia",-33.2843055,115.7474506
"1447 Great Northern Highway, UPPER SWAN , Western Australia",-31.7571907,116.0370663
"964 Wanneroo Road, WANNEROO , Western Australia",-31.6101151,115.7126511
"89 South Western Highway, WAROONA , Western Australia",-32.9329746,115.9048126
"124 Welshpool Road, WELSHPOOL , Western Australia",-31.9940855,115.9244402
"10428 Bussell Highway, WITCHCLIFFE , Western Australia",-34.0170405,115.0975746
"109 Barrington Street, YANGEBUP , Western Australia",-32.1166643,115.7950709
"44 Mandurah Road, KWINANA BEACH , Western Australia",-32.2384082,115.7811838
"2 Kalamunda Road, SOUTH GUILDFORD , Western Australia",-31.9154995,115.9731572
"1 Evans Road, WALKAWAY , Western Australia",-28.9399064,114.7916599
"32 South Western Highway, WAROONA , Western Australia",-32.9329746,115.9048126
"41 Angove Street, NORTH PERTH , Western Australia",-31.9275482,115.85272
"260 Middleton Road, MIRA MAR , Western Australia",-35.0198825,117.9027494
"225-227 Albany Highway, MOUNT MELVILLE , Western Australia",-35.0117495,117.8712412
"1 Darch Street, REGANS FORD , Western Australia",-30.9825946,115.702225
"21 Jose Street, MULLEWA , Western Australia",-28.5404385,115.5124085
"19 Station Street, YOUNGS SIDING , Western Australia",-35.0120145,117.5221196
"7 Honeybee Pde, BANKSIA GROVE , Western Australia",-31.7032728,115.79870750799984
"3 Marvel Ent, BRABHAM , Western Australia",-31.8325481,115.9675282
"81-93 West Street, BUSSELTON , Western Australia",-33.6545183,115.3416261
"2 Sepia Ct, ROCKINGHAM , Western Australia",-32.2921288,115.7435246
"377 Wanneroo Road, BALCATTA , Western Australia",-31.87312,115.8297914
"159 Altone Road, BEECHBORO , Western Australia",-31.8714685,115.9446339
"918 Canning Highway, APPLECROSS , Western Australia",-32.0152943,115.8435471
"2 Hollosy Way, ASHBY , Western Australia",-31.732841,115.8040819
"614 Baldivis Road, BALDIVIS , Western Australia",-32.2900497,115.8293104
"91-93 Manning Road, BENTLEY , Western Australia",-32.013336,115.9008593
"11 Headingly Cr, BUTLER , Western Australia",-31.654251000000002,115.71250868457045
"Lot 22 South Western Highway, BYFORD , Western Australia",-32.2308896,116.0061448
"510 Beach Road, CARINE , Western Australia",-31.8456584,115.7773506
"7 Ocean Keys Bvd, CLARKSON , Western Australia",-31.6911894,115.7332619
"191 Bailey Bvd, DAWESVILLE , Western Australia",-32.631052,115.6320169
"112 Oakleigh Drive, ERSKINE , Western Australia",-32.560414,115.6905318
"2 Baroy Street, FALCON , Western Australia",-32.5816961,115.6612889
"63 Alex Wood Drive, FORRESTDALE , Western Australia",-32.141080650000006,115.96600609594029
"2 Jon Sanders Drive, GLENDALOUGH , Western Australia",-31.9227139,115.8176753
"2100 Albany Highway, GOSNELLS , Western Australia",-32.0722439,116.0025103
"35 Minilya Pkwy, GREENFIELDS , Western Australia",-32.5298916,115.7640123
"967 Abernethy Road, HIGH WYCOMBE , Western Australia",-31.9302542,115.9946382
"420 Joondalup Drive, JOONDALUP , Western Australia",-31.7442395,115.7665936
"146 Boulder Road, SOUTH KALGOORLIE , Western Australia",-30.7524493,121.4804252
"581 Hannan Street, SOMERVILLE , Western Australia",-30.7625701,121.4561379
"2 Fenton Street, KEWDALE , Western Australia",-31.9835106,115.957064
"76 Malaga Drive, MALAGA , Western Australia",-31.867073,115.8964005
"1 Capital Road, MALAGA , Western Australia",-31.8484706,115.8790709
"585 Canning Highway, ALFRED COVE , Western Australia",-32.0321347,115.8096267
"296 Benara Road, MORLEY , Western Australia",-31.8755654,115.9277382
"7 Broadway, NEDLANDS , Western Australia",-31.9778602,115.8139911
"868 Pinjarra Road, FURNISSDALE , Western Australia",-32.5672758,115.7992103
"240 Toodyay Road, STRATTON , Western Australia",-31.8641907,116.0339917
"79 Buckingham Drive, WANGARA , Western Australia",-31.7870808,115.8198283
"2 Bristol Street, WARNBRO , Western Australia",-32.328576,115.7585268
"2 Cunningham Road, WEST KALGOORLIE , Western Australia",,
"18 Orchard Road, MADDINGTON , Western Australia",-32.0350884,115.9979714
"131 Welsh Drive, NEWMAN , Western Australia",-23.3649812,119.7162215
"12-14 Cajarina Road, WEDGEFIELD , Western Australia",-20.3811804,118.58675
"1 Mandurah Road, KWINANA BEACH , Western Australia",-32.2384082,115.7811838
