address,long,lat
"3 Goodwood Cres, ELLENBROOK , Western Australia",115.9596135,-31.7747928
"25 Andrew Street, ESPERANCE , Western Australia",121.8906874,-33.861317
"87 Great Northern Highway, FITZROY CROSSING , Western Australia",125.5716135,-18.2032038
"2 Strelitzia Ave, FORRESTFIELD , Western Australia",116.0087412,-31.9842814
"101 Hampton Road, FREMANTLE , Western Australia",115.7561012,-32.059132
"60 Marangaroo Drive, GIRRAWHEEN , Western Australia",115.8388554,-31.8344289
"14 Guava Way, HALLS HEAD , Western Australia",115.7036291,-32.5487322
"3 Guildford Road, MOUNT LAWLEY , Western Australia",115.8769923,-31.9382534
"6 Jersey Street, JOLIMONT , Western Australia",115.8119809,-31.9473616
"222 Manning Road, KARAWARA , Western Australia",115.8764843,-32.0121016
"6 Madigan Road, STOVE HILL , Western Australia",116.776574,-20.7947972
"13 Searipple Road, KARRATHA , Western Australia",116.8486436,-20.7278586
"518 Abernethy Road, KEWDALE , Western Australia",115.9390044,-31.9646949
"47 Renegade Way, KINGSLEY , Western Australia",115.8029111,-31.8197135
"17 Poinciana Street, KUNUNURRA , Western Australia",128.73355,-15.7807528
"4 Beach Street, KWINANA BEACH , Western Australia",115.776389,-32.2433045
"49 Banksiadale Gte, LAKELANDS , Western Australia",115.765426,-32.4694529
"70 Nicholson Road, LANGFORD , Western Australia",115.9316338,-32.0539872
"29/51 Farrington Street, LEEMING , Western Australia",,
"117 Burslem Drive, MADDINGTON , Western Australia",115.977118,-32.0491828
"492 Alexander Drive, MALAGA , Western Australia",115.8775454,-31.8532147
"Cnr Pinjarra Road & Watson Drive, BARRAGUP , Western Australia",,
"78 Bussell Highway, MARGARET RIVER , Western Australia",115.08771,-33.9820034
"Lot 821 Main Street, MEEKATHARRA , Western Australia",118.4982578,-26.5864472
"Lot 46 Great Northern Highway, MIDDLE SWAN , Western Australia",116.0143495,-31.8666033
"582 Stirling Highway, MOSMAN PARK , Western Australia",115.7555419,-32.011425
"253 Walcott Street, NORTH PERTH , Western Australia",115.8590976,-31.923344
"1 The Esplanade, MOUNT PLEASANT , Western Australia",115.8593796,-32.040763
"69 North Lake Road, MYAREE , Western Australia",115.815813,-32.0461401
"10 Beamish Ave, NORTHAM , Western Australia",116.670268,-31.6578901
"6 Marina Bvd, OCEAN REEF , Western Australia",115.7502951,-31.7675958
"11 Roberts Street West, OSBORNE PARK , Western Australia",115.8189265,-31.9077843
"80 Carrington Street, PALMYRA , Western Australia",115.7794735,-32.0481656
"480 William Street, PERTH , Western Australia",115.8631379,-31.9430023
"Lot 2065 Wilson Street, PORT HEDLAND , Western Australia",,
"205 West Coast Highway, SCARBOROUGH , Western Australia",115.7575546,-31.8901435
"492 Mandurah Road, SINGLETON , Western Australia",115.7633097,-32.4473666
"Lot 5553 Great Northern Highway, WEDGEFIELD , Western Australia",,
"3 Canning Highway, SOUTH PERTH , Western Australia",115.8710401,-31.9885559
"216 Lakey Street, SOUTHERN RIVER , Western Australia",115.9471817,-32.0905357
"2 Fortyn Ct, MAHOMETS FLATS , Western Australia",114.6161075,-28.7912318
"1333 Great Northern Highway, UPPER SWAN , Western Australia",116.0370663,-31.7571907
"2 Napoleon Prom, VASSE , Western Australia",115.25125705028978,-33.675003149999995
"66 Kent Street, EAST VICTORIA PARK , Western Australia",115.8930714,-31.9878426
"1-9 Gnangara Drive, WAIKIKI , Western Australia",115.7531554,-32.3155082
"1 Niche Pde, WANGARA , Western Australia",115.8523617,-31.7916712
"621 Wanneroo Road, WANNEROO , Western Australia",115.7126511,-31.6101151
"274 Erindale Road, WARWICK , Western Australia",115.8140767,-31.8339416
"337 Cambridge Street, WEMBLEY , Western Australia",115.8231341,-31.9407697
"30 Thomas Street, WEST PERTH , Western Australia",115.83967439228756,-31.9457159
"88 Champion Drive, SEVILLE GROVE , Western Australia",116.005197,-32.1336563
"239-247 High Road, WILLETTON , Western Australia",115.9012309,-32.0387669
"115 North West Coastal Highway, WONTHELLA , Western Australia",114.6243222,-28.7689747
"93 Capel Drive, CAPEL , Western Australia",115.5537562,-33.5520903
"14755 South Western Highway, PICTON EAST , Western Australia",115.7409785,-33.3372518
"142 Dunreath Drive, PERTH AIRPORT , Western Australia",115.9518493,-31.9403602
"60 Bussell Highway, COWARAMUP , Western Australia",115.0949981,-33.8661695
"24 Maitland Road, MULLEWA , Western Australia",115.5126132,-28.5394873
"4 Johnston Street, DALWALLINU , Western Australia",116.6624524,-30.2688261
"11 Charlotte Street, DARDANUP , Western Australia",115.7542758,-33.3999865
"1230 Rosa Brook Road, ROSA BROOK , Western Australia",,
"8222 South Western Highway, WAROONA , Western Australia",115.9048126,-32.9329746
"46 Clarendon Street, DERBY , Western Australia",123.62938279411028,-17.3048265
"39 Moreton Tce, DONGARA , Western Australia",114.931089,-29.2514746
"7 Clementson Street, BROOME , Western Australia",122.2221567,-17.9714517
"125 Robinson Street, MORGANTOWN , Western Australia",113.6609117,-24.8782995
"520 Robinson Street, KINGSFORD , Western Australia",,
"5 Margerison Street, MANJIMUP , Western Australia",116.1462491,-34.2591973
"21 Willis Street, NEWMAN , Western Australia",119.734478,-23.3702035
"38 Peel Tce, NORTHAM , Western Australia",116.6827978,-31.6504977
"254 South Western Highway, PICTON , Western Australia",115.6946165,-33.351176
"127 Giblett Street, MANJIMUP , Western Australia",116.1461786,-34.2417467
"48 McLarty Street, DWELLINGUP , Western Australia",116.0652894,-32.7136655
"111 Morgans Street, RAVENSTHORPE , Western Australia",120.032641,-33.5824254
"2 Brinsden Road, WEST KALGOORLIE , Western Australia",121.4307203,-30.7768981
"1309 Lower Denmark Road, ELLEKER , Western Australia",117.7233094,-35.0080812
"2 Huston Street, EXMOUTH , Western Australia",114.1259475,-21.9378463
"67 Lundy Ave, CUNDERDIN , Western Australia",117.2376683,-31.6498354
"54 Cumberland Road, FORRESTFIELD , Western Australia",116.0117742,-31.9938304
"53 Emanuel Way, FITZROY CROSSING , Western Australia",125.5691474,-18.1975427
"Lot 277 Great Northern Highway, FITZROY CROSSING , Western Australia",,
"18 Nockolds Street, WALPOLE , Western Australia",116.7310162,-34.9764696
"7 South Western Highway, DONNYBROOK , Western Australia",115.8404084,-33.5795825
"94 Ommaney Road, BRUNSWICK , Western Australia",115.8387182,-33.2540829
"328 Marine Tce, GEOGRAPHE , Western Australia",115.3737819,-33.638357
"12 Auger Way, MARGARET RIVER , Western Australia",115.0717043,-33.9655678
"84 Strelly Street (Cnr Fairlawn Road), BUSSELTON , Western Australia",,
"20 Great Eastern Highway, GLEN FORREST , Western Australia",116.1039143,-31.903042
"2 Bayview Drive, GRACETOWN , Western Australia",114.9871306,-33.8658486
"28 Blackwood Road, GREENBUSHES , Western Australia",116.0598878,-33.850445
"143 Throssell Street, COLLIE , Western Australia",116.1626679,-33.3615962
"65 Roberts Street, MOORA , Western Australia",116.0038958,-30.6269676
"40 Kent Street, ROCKINGHAM , Western Australia",115.7460498,-32.2647318
"81 King Road, EAST BUNBURY , Western Australia",115.6538997,-33.332456
"14270 South Western Highway, WATERLOO , Western Australia",115.7702837,-33.3238663
"63 Avon Tce, YORK , Western Australia",116.7682663,-31.8934123
"213 Harbour Road, CHADWICK , Western Australia",121.8864281,-33.8464121
"777 Great Northern Highway, HERNE HILL , Western Australia",116.0156677,-31.8407455
"154 Albany Highway, KOJONUP , Western Australia",117.1899241,-33.9430554
"1615 Canning Road, KARRAGULLEN , Western Australia",116.1170796,-32.0981314
"47 Albany Highway, KOJONUP , Western Australia",117.1899241,-33.9430554
"22 Bashford Street, JURIEN BAY , Western Australia",115.0458764,-30.3015395
"2263 Mandurah Road, KARNUP , Western Australia",115.774048,-32.4058375
"12425 Bussell Highway, KARRIDALE , Western Australia",115.0997219,-34.2006399
"7 Hutton Street, OSBORNE PARK , Western Australia",115.820669,-31.9017533
"63 William Street, BECKENHAM , Western Australia",115.9646597,-32.0141337
"103 Calista Ave, CALISTA , Western Australia",115.8070906,-32.2528023
"2341 Albany Highway, GOSNELLS , Western Australia",116.0132116,-32.0928915
"69-71 Wilson Street, KALGOORLIE , Western Australia",121.4748179,-30.7526432
"2 Cockatoo Street, NICKOL , Western Australia",116.8077631,-20.7464046
"2 Cowle Street, LANDSDALE , Western Australia",,
"557 Albany Highway, ALBANY , Western Australia",117.8193953,-34.9638169
"17 Brisbane Street (Cnr Pier Street), PERTH , Western Australia",,
"Cnr Pinjarra Road & Carey Street, PINJARRA , Western Australia",,
"10805 Brand Highway, CATABY , Western Australia",115.5658738,-30.7704043
"639 Frenchmans Bay Road, LITTLE GROVE , Western Australia",,
"259 Railway Ave, KELMSCOTT , Western Australia",116.0126097,-32.1118623
"512 Rudds Gully Road, NARNGULU , Western Australia",114.6946666,-28.8181769
"43738 South Coast Highway, MANYPEAKS , Western Australia",118.1723619,-34.838574
"119 Main Street, MEEKATHARRA , Western Australia",118.4982578,-26.5864472
"16 Main Street, MEEKATHARRA , Western Australia",118.4982578,-26.5864472
"1 Fortyn Ct, MAHOMETS FLATS , Western Australia",114.6166799,-28.7912952
"74 Bashford Street, JURIEN BAY , Western Australia",115.0373403,-30.3061814
"Cnr Great Eastern Highway & Yilgarn Ave, MALABAINE , Western Australia",,
"108 Great Northern Highway, WUBIN , Western Australia",116.6803837,-30.0689686
"753 Geraldton-Mt Magnet Road, MOONYOONOOKA , Western Australia",114.6895115,-28.7910196
"48 Lowood Road, MOUNT BARKER , Western Australia",117.6623435,-34.6278192
"20 Paterson Street, MUNDIJONG , Western Australia",115.9891438,-32.2874157
"22 Fairway Street, NARROGIN , Western Australia",117.1797139,-32.9410817
"Lot 315 Great Northern Highway, FITZROY CROSSING , Western Australia",125.4031393,-18.0914602
"49 Great Eastern Highway, BELLEVUE , Western Australia",116.0197492,-31.8929217
"7 Mead Street, KALAMUNDA , Western Australia",116.05930732675,-31.97358325
"1 Davison Street, MADDINGTON , Western Australia",115.9886732,-32.0453632
"6 Beacham Road, RAVENSWOOD , Western Australia",115.8397075,-32.609013
"443 Great Eastern Highway, REDCLIFFE , Western Australia",115.9464861,-31.9293567
"6 Windy Harbour Road, NORTHCLIFFE , Western Australia",116.1189695,-34.6488533
"17 Zamia Street, NORTHCLIFFE , Western Australia",116.1195317,-34.6330855
"4 Bayonet Head Road (Cnr Lower King Road), ALBANY , Western Australia",,
"31 Barlee Street, BUSSELTON , Western Australia",115.347163,-33.6611603
"10 Nockolds Street, WALPOLE , Western Australia",116.7350616,-34.9754012
"6947 South Western Highway, COOLUP , Western Australia",115.8915701,-32.7805231
"52 Mitchell Road, PRESTON BEACH , Western Australia",115.6578103,-32.882261
"200 Mirrabooka Ave, ALEXANDER HEIGHTS , Western Australia",115.85404063179776,-31.8297233
"10 Orchard Ave, ARMADALE , Western Australia",116.0145823,-32.1500693
"229 Balcatta Road, BALCATTA , Western Australia",115.8021455,-31.8565793
"67 Ridge Bvd, BALDIVIS , Western Australia",115.8077808,-32.3537278
"502 Guildford Road, BAYSWATER , Western Australia",115.8896396,-31.9319307
"681 Albany Highway, BEDFORDALE , Western Australia",116.0271782,-32.1499135
"16-20 Clayton Street, BELLEVUE , Western Australia",116.02825403149367,-31.9010064
"33 Belvidere Street, BELMONT , Western Australia",115.9396016,-31.9464975
"7080 Forrest Highway, BINNINGUP , Western Australia",115.7200392,-33.1486761
"1 Brittain Road, CAREY PARK , Western Australia",115.6459554,-33.3597468
"265 Great Eastern Highway, BURSWOOD , Western Australia",115.8906688,-31.966017
"99 Causeway Road, BUSSELTON , Western Australia",115.3568658,-33.6616414
"8 Kardan Bvd, BYFORD , Western Australia",115.9779297,-32.207361
"59 Hudson Street, GREYS PLAIN , Western Australia",113.6980493,-24.882079
"49 Norseman Road, CASTLETOWN , Western Australia",121.896497,-33.8324951
"393 Canning Highway, COMO , Western Australia",115.865604,-31.9950241
"8 Repton Street, DAYTON , Western Australia",115.96860439207909,-31.85108475
"61 Walter Road West, DIANELLA , Western Australia",115.8892678,-31.89956
"Lot 6 Beckwith Road, CHADWICK , Western Australia",121.8839021,-33.8427538
"1400 Great Eastern Highway, GLEN FORREST , Western Australia",116.1039143,-31.903042
"1182 Chapman Road, GLENFIELD , Western Australia",114.6221592,-28.6713726
"16 Johnson Street, GUILDFORD , Western Australia",115.9687666,-31.8993678
"1 Wishart Street, GWELUP , Western Australia",115.7989375,-31.8764983
"216 Rockingham Road, HAMILTON HILL , Western Australia",115.7828414,-32.0932687
"224 Clontarf Road, HAMILTON HILL , Western Australia",115.7740317,-32.0756929
"81 Uduc Road, HARVEY , Western Australia",115.8970209,-33.0806369
"81 Quill Way, HENDERSON , Western Australia",115.7788308,-32.1591285
"494 Kalamunda Road, HIGH WYCOMBE , Western Australia",115.9986841,-31.9313182
"49 Candlewood Bvd, JOONDALUP , Western Australia",115.7645026,-31.7294398
"26 Kalamunda Road, KALAMUNDA , Western Australia",116.0519077606578,-31.97544535
"9 Kayili Road, WEST KALGOORLIE , Western Australia",121.4304203,-30.7853293
"77 Egan Street, KALGOORLIE , Western Australia",121.4727417,-30.7491935
"164 Brookton Highway, KARRAGULLEN , Western Australia",116.0956812,-32.0978872
"157 Morley Drive, KIARA , Western Australia",115.939837,-31.8875658
"2257 Victoria Highway, KUNUNURRA , Western Australia",128.7590829,-15.7927948
"32 Bandicoot Drive, KUNUNURRA , Western Australia",128.736145,-15.7818446
"Cnr Mandurah Road & Beach Street, KWINANA BEACH , Western Australia",,
"220 Gnangara Road, LANDSDALE , Western Australia",115.8596318,-31.7949746
"194 Canning Road, LESMURDIE , Western Australia",116.0676647,-32.0005252
"2 Lynwood Ave, LYNWOOD , Western Australia",115.9266233,-32.0355067
"137 Kelvin Road, MADDINGTON , Western Australia",116.0054293,-32.0303425
"182 Wanneroo Road, MADELEY , Western Australia",115.82117204994388,-31.8188341
"1896 Beach Road, MALAGA , Western Australia",115.8931648,-31.8553279
"715 Pinjarra Road, BARRAGUP , Western Australia",,
"1182 South Western Highway, MANJIMUP , Western Australia",116.149258,-34.2362667
"25 Meadow Springs Drive, MEADOW SPRINGS , Western Australia",115.7522329,-32.4967021
"5/4 Hughie Edwards Drive, MERRIWA , Western Australia",115.7091467,-31.6579614
"232-234 Morrison Road, MIDVALE , Western Australia",116.028185,-31.8860881
"22 Anchorage Drive, MINDARIE , Western Australia",115.7038879,-31.6857753
"81 Guildford Road, MOUNT LAWLEY , Western Australia",115.8798447,-31.9371503
"317 Albany Highway, MOUNT MELVILLE , Western Australia",117.8662171,-35.0045789
"7060 Great Eastern Highway, MUNDARING , Western Australia",116.0446237,-31.9013825
"512 Rockingham Road, MUNSTER , Western Australia",115.7898875,-32.1458873
"170 Murdoch Drive, MURDOCH , Western Australia",115.8430577056184,-32.07917835
"6043 Forrest Highway, MYALUP , Western Australia",115.7231647,-33.1066685
"2056 Wanneroo Road, NEERABUP , Western Australia",115.7410023,-31.6705147
"311 Fitzgerald Street, WEST PERTH , Western Australia",115.8542827,-31.9429816
"5 Messmate Way, KUNUNURRA , Western Australia",128.7398907,-15.7782348
"8 Main Street, OSBORNE PARK , Western Australia",115.8284098,-31.913625
"60 Meares Ave, KWINANA TOWN CENTRE , Western Australia",115.8167817,-32.2471435
"204 Shiraz Bvd, PEARSALL , Western Australia",115.8274221,-31.7852909
"7 Maritana Street, PICCADILLY , Western Australia",121.4704477,-30.742965
"4 Remisko Drive, FORRESTDALE , Western Australia",115.9743127,-32.1422043
"770 Brookton Highway, ROLEYSTONE , Western Australia",116.0832658,-32.1157007
"96 Great Eastern Highway, SAWYERS VALLEY , Western Australia",116.2612106,-31.8851657
"1 Altitude Ave, PORT HEDLAND , Western Australia",118.6105972,-20.3847169
"1540 Bussell Highway, STRATHAM , Western Australia",115.5940511,-33.4703918
"15323 Great Eastern Highway, TAMMIN , Western Australia",117.6278358,-31.6203308
"156 Brand Highway, TARCOOLA BEACH , Western Australia",114.6208981,-28.8027948
"1383 Great Northern Highway, UPPER SWAN , Western Australia",116.0370663,-31.7571907
"162-170 Albany Highway, VICTORIA PARK , Western Australia",115.899741,-31.9794928
"1 Brady Street, WANGARA , Western Australia",115.8195502,-31.7856886
"951 Wanneroo Road, WANNEROO , Western Australia",115.7126511,-31.6101151
"649-651 Safety Bay Road, WARNBRO , Western Australia",115.7512622,-32.3261998
"604 Welshpool Road East, WATTLE GROVE , Western Australia",115.9933812,-32.0074062
"3 Manganese Street, WEDGEFIELD , Western Australia",118.5934095,-20.3760906
"23 Kewdale Road, WELSHPOOL , Western Australia",115.9437887,-31.9952085
"3381 Great Eastern Highway, WUNDOWIE , Western Australia",116.3619468,-31.806759
"1 Ikara Lane, YANCHEP , Western Australia",,
"398 Hector Street, YOKINE , Western Australia",115.8528392,-31.9042607
"40 Harbour Road, GREYS PLAIN , Western Australia",113.695925,-24.8829903
"10513 Brand Highway, CATABY , Western Australia",115.5658738,-30.7704043
"2 Clinch Road, DALWALLINU , Western Australia",116.6634986,-30.2741375
"256 Deepdale Road, MERU , Western Australia",114.6913003,-28.8008632
"120 Flores Road, WEBBERTON , Western Australia",114.6295498,-28.7536322
"Cnr John Willcock Link & Portway, WEST END , Western Australia",,
"57 Great Eastern Highway, MECKERING , Western Australia",117.00152,-31.6461781
"81 Oliver Street, MEEKATHARRA , Western Australia",118.4994818,-26.5940395
"Lot 3 Great Northern Highway, PORT HEDLAND , Western Australia",118.663981,-20.3912312
"620 Chapman Road, GLENFIELD , Western Australia",114.6273591,-28.7196691
"4641 Great Eastern Highway, BAKERS HILL , Western Australia",116.4671075,-31.7428018
"27 Company Road, SOUTH GREENOUGH , Western Australia",114.7741799,-28.9845726
"2 Falls Road, SERPENTINE , Western Australia",115.9915173,-32.3644188
"12 Longstaff Ave, ALKIMOS , Western Australia",115.6915752,-31.6275384
"2539 Great Northern Highway, BULLSBROOK , Western Australia",116.0329888,-31.6843534
"69 South Coast Highway, DENMARK , Western Australia",117.435625,-34.96741
"147 Harbour Road, CHADWICK , Western Australia",121.8864281,-33.8464121
"472 Great Eastern Highway, ASCOT , Western Australia",115.9400686,-31.9329157
"36 Welshpool Road, WELSHPOOL , Western Australia",115.9192965,-31.9936097
"102 Deepdale Road, MERU , Western Australia",114.6913003,-28.8008632
"2095 Toodyay Road, GIDGEGANNUP , Western Australia",116.1279746,-31.8203756
"1100 Abernethy Road, HIGH WYCOMBE , Western Australia",115.9946382,-31.9302542
"2 Jarrahdale Road, JARRAHDALE , Western Australia",116.0569589,-32.3345696
"629 Lower King Road, LOWER KING , Western Australia",117.9357186,-34.9537705
"31 Dreyer Street, MECKERING , Western Australia",117.0069232,-31.6311881
"44 Egerton Street, NARROGIN , Western Australia",117.1780897,-32.9334448
"6519 Albany Highway, NORTH BANNISTER , Western Australia",116.4220687,-32.5564626
"101 Guy Street, BROOME , Western Australia",122.2367791,-17.9655844
"Lot 1 Newman Drive, NEWMAN , Western Australia",119.7369398,-23.3572016
"280 Fourth Street, WONTHELLA , Western Australia",114.6336715,-28.7643376
"86 Avon Tce, YORK , Western Australia",116.7682663,-31.8934123
"Lot 24 Albany Highway, WILLIAMS , Western Australia",116.8859415,-33.0389233
"16 South Yunderup Road, SOUTH YUNDERUP , Western Australia",115.7806522,-32.5845472
"1287 Brookton Highway, KARRAGULLEN , Western Australia",116.1456944,-32.1148281
"4 Cassidy Street, KALGOORLIE , Western Australia",121.4728509,-30.7480996
"309 Albany Highway, MOUNT MELVILLE , Western Australia",117.8668012337838,-35.0056065
"178 South Western Highway, ARMADALE , Western Australia",116.0179116,-32.1565935
"335 Collier Road, BASSENDEAN , Western Australia",115.9421304,-31.9071577
"13 Whyalla Ct, BIBRA LAKE , Western Australia",115.8026817,-32.0951297
"26 Davis Street, BOULDER , Western Australia",121.4689088,-30.7783226
"49 Reid Road, CABLE BEACH , Western Australia",122.2152599,-17.9539539
"801-803 South Western Highway, BYFORD , Western Australia",116.0061448,-32.2308896
"45 South Coast Highway, DENMARK , Western Australia",117.435625,-34.96741
"916 Albany Highway, EAST VICTORIA PARK , Western Australia",115.900951,-31.9814029
"3 Locke Lane, ELLENBROOK , Western Australia",115.968082,-31.7795423
"9 Winterfold Road, HAMILTON HILL , Western Australia",115.7914361,-32.0747411
"4 Walter Padbury Bvd, PADBURY , Western Australia",115.7748802,-31.8162281
"150 Massingham Street, KELLERBERRIN , Western Australia",,
"410-412 Orrong Road, KEWDALE , Western Australia",115.9216609,-31.974345
"138 Albany Highway, KOJONUP , Western Australia",117.1899241,-33.9430554
"2 Feilman Drive, LEDA , Western Australia",115.8055172,-32.2596526
"779 Gnangara Road, LEXIA , Western Australia",115.8876599,-31.7956269
"1 Rose Street, MANJIMUP , Western Australia",116.1419778,-34.2466401
"31763 Albany Highway, MOUNT BARKER , Western Australia",117.656785,-34.6033841
"791 Beaufort Street, MOUNT LAWLEY , Western Australia",115.88018933033578,-31.92594775
"182 Leach Highway, MYAREE , Western Australia",115.8172354,-32.0460896
"2038 Wanneroo Road, NEERABUP , Western Australia",115.7410023,-31.6705147
"31 Fitzgerald Street, NORTHBRIDGE , Western Australia",115.85234929511056,-31.94555615
"479 Scarborough Beach Road, OSBORNE PARK , Western Australia",115.8021549,-31.9037634
"121 Quinns Road (Cnr Tapping Way), QUINNS ROCKS , Western Australia",,
"50 Rifle Range Road, RANGEWAY , Western Australia",114.6293431,-28.7840873
"11 Wygonda Road, ROLEYSTONE , Western Australia",116.0708569,-32.112534
"49 Berrigan Drive, SOUTH LAKE , Western Australia",115.8374714,-32.113366
"Lot 101 Terrier Pl, SOUTHERN RIVER , Western Australia",115.9559477,-32.1204069
"2 Servetus Street, SWANBOURNE , Western Australia",115.7670223,-31.97625
"28 Northerly Street, VASSE , Western Australia",115.2505438,-33.6759524
"126 Forrest Road, ARMADALE , Western Australia",116.0100967,-32.1519179
"268 Great Eastern Highway, ASCOT , Western Australia",115.9334303,-31.9365391
"309 Guildford Road, BASSENDEAN , Western Australia",115.9594809,-31.9007869
"168 Walter Road West, BEDFORD , Western Australia",,
"495 Beechboro Road N, BEECHBORO , Western Australia",115.9247615,-31.8649652
"169 Hampton Street, BRIDGETOWN , Western Australia",116.1344196,-33.9667861
"375 Bussell Highway, BROADWATER , Western Australia",115.2699682,-33.6605763
"42 Strickland Street, BUNBURY , Western Australia",115.6474382,-33.3338976
"868 South Western Highway, BYFORD , Western Australia",116.0061448,-32.2308896
"427 Charles Street, NORTH PERTH , Western Australia",115.8510357,-31.9234194
"1 Bayley Street, COOLGARDIE , Western Australia",121.163342,-30.9546617
"45 South Western Highway, DONNYBROOK , Western Australia",115.8404084,-33.5795825
"114 Rockingham Road, HAMILTON HILL , Western Australia",115.7656405,-32.0803198
"46 South Western Highway, HARVEY , Western Australia",115.9099299,-32.9482273
"4 Ocean Street, KWINANA BEACH , Western Australia",115.7734156,-32.247146
"2 Rafferty Road, MANDURAH , Western Australia",115.7486044,-32.5177855
"430 Morley Drive, MORLEY , Western Australia",115.9285385,-31.8888637
"9 McVicar Pl, MOUNT HELENA , Western Australia",116.210358,-31.8780576
"66 Sylvia Street, NOLLAMARA , Western Australia",115.8396208,-31.8806161
"58 George Street, PINJARRA , Western Australia",115.8731058,-32.6302653
"35 Blackburn Drive, PORT KENNEDY , Western Australia",115.7589792,-32.3700744
"367 Caves Road, KEALY , Western Australia",115.2473249,-33.6595394
"333 Rockingham Road, SPEARWOOD , Western Australia",115.7827567,-32.1010754
"123 Thomas Street, SUBIACO , Western Australia",115.8310223,-31.9522258
"2086 Toodyay Road, GIDGEGANNUP , Western Australia",116.1279746,-31.8203756
"157 Grand Ent, AUSTRALIND , Western Australia",115.7474506,-33.2843055
"1447 Great Northern Highway, UPPER SWAN , Western Australia",116.0370663,-31.7571907
"964 Wanneroo Road, WANNEROO , Western Australia",115.7126511,-31.6101151
"89 South Western Highway, WAROONA , Western Australia",115.9048126,-32.9329746
"124 Welshpool Road, WELSHPOOL , Western Australia",115.9244402,-31.9940855
"10428 Bussell Highway, WITCHCLIFFE , Western Australia",115.0975746,-34.0170405
"109 Barrington Street, YANGEBUP , Western Australia",115.7950709,-32.1166643
"44 Mandurah Road, KWINANA BEACH , Western Australia",115.7811838,-32.2384082
"2 Kalamunda Road, SOUTH GUILDFORD , Western Australia",115.9731572,-31.9154995
"1 Evans Road, WALKAWAY , Western Australia",114.7916599,-28.9399064
"32 South Western Highway, WAROONA , Western Australia",115.9048126,-32.9329746
"41 Angove Street, NORTH PERTH , Western Australia",115.85272,-31.9275482
"260 Middleton Road, MIRA MAR , Western Australia",117.9027494,-35.0198825
"225-227 Albany Highway, MOUNT MELVILLE , Western Australia",117.8712412,-35.0117495
"1 Darch Street, REGANS FORD , Western Australia",115.702225,-30.9825946
"21 Jose Street, MULLEWA , Western Australia",115.5124085,-28.5404385
"19 Station Street, YOUNGS SIDING , Western Australia",117.5221196,-35.0120145
"7 Honeybee Pde, BANKSIA GROVE , Western Australia",115.79870750799984,-31.7032728
"3 Marvel Ent, BRABHAM , Western Australia",115.9675282,-31.8325481
"81-93 West Street, BUSSELTON , Western Australia",115.3416261,-33.6545183
"2 Sepia Ct, ROCKINGHAM , Western Australia",115.7435246,-32.2921288
"377 Wanneroo Road, BALCATTA , Western Australia",115.8297914,-31.87312
"159 Altone Road, BEECHBORO , Western Australia",115.9446339,-31.8714685
"918 Canning Highway, APPLECROSS , Western Australia",115.8435471,-32.0152943
"2 Hollosy Way, ASHBY , Western Australia",115.8040819,-31.732841
"614 Baldivis Road, BALDIVIS , Western Australia",115.8293104,-32.2900497
"91-93 Manning Road, BENTLEY , Western Australia",115.9008593,-32.013336
"11 Headingly Cr, BUTLER , Western Australia",115.71250868457044,-31.654251
"Lot 22 South Western Highway, BYFORD , Western Australia",116.0061448,-32.2308896
"510 Beach Road, CARINE , Western Australia",115.7773506,-31.8456584
"7 Ocean Keys Bvd, CLARKSON , Western Australia",115.7332619,-31.6911894
"191 Bailey Bvd, DAWESVILLE , Western Australia",115.6320169,-32.631052
"112 Oakleigh Drive, ERSKINE , Western Australia",115.6905318,-32.560414
"2 Baroy Street, FALCON , Western Australia",115.6612889,-32.5816961
"63 Alex Wood Drive, FORRESTDALE , Western Australia",115.96600609594029,-32.141080650000006
"2 Jon Sanders Drive, GLENDALOUGH , Western Australia",115.8176753,-31.9227139
"2100 Albany Highway, GOSNELLS , Western Australia",116.0025103,-32.0722439
"35 Minilya Pkwy, GREENFIELDS , Western Australia",115.7640123,-32.5298916
"967 Abernethy Road, HIGH WYCOMBE , Western Australia",115.9946382,-31.9302542
"420 Joondalup Drive, JOONDALUP , Western Australia",115.7665936,-31.7442395
"146 Boulder Road, SOUTH KALGOORLIE , Western Australia",121.4804252,-30.7524493
"581 Hannan Street, SOMERVILLE , Western Australia",121.4561379,-30.7625701
"2 Fenton Street, KEWDALE , Western Australia",115.957064,-31.9835106
"76 Malaga Drive, MALAGA , Western Australia",115.8964005,-31.867073
"1 Capital Road, MALAGA , Western Australia",115.8790709,-31.8484706
"585 Canning Highway, ALFRED COVE , Western Australia",115.8096267,-32.0321347
"296 Benara Road, MORLEY , Western Australia",115.9277382,-31.8755654
"7 Broadway, NEDLANDS , Western Australia",115.8139911,-31.9778602
"868 Pinjarra Road, FURNISSDALE , Western Australia",115.7992103,-32.5672758
"240 Toodyay Road, STRATTON , Western Australia",116.0339917,-31.8641907
"79 Buckingham Drive, WANGARA , Western Australia",115.8198283,-31.7870808
"2 Bristol Street, WARNBRO , Western Australia",115.7585268,-32.328576
"2 Cunningham Road, WEST KALGOORLIE , Western Australia",,
"18 Orchard Road, MADDINGTON , Western Australia",115.9979714,-32.0350884
"131 Welsh Drive, NEWMAN , Western Australia",119.7162215,-23.3649812
"12-14 Cajarina Road, WEDGEFIELD , Western Australia",118.58675,-20.3811804
