address,ADDRESS,latitude,longitude
,581 Hannan Street (Cnr Ochiltree Street),,
,110 Ranford Road,115.93265588319382,-32.100993178326995
,2 Baroy Street (Cnr Old Coast Road),,
,810 Beaufort Street,115.8825301498321,-31.926035898992183
,537 Lake Road,-67.89234386666668,46.28584692
,2 Omeo Street,153.06681373357856,-27.55859245257354
,309 Morrison Road,-105.19075181645574,39.65441673227846
,79 Buckingham Drive (Cnr Hartman Drive),,
,6639 West Swan Road,115.973431204762,-31.897231882857152
,271 York Street,-71.09309930000002,42.17045408731343
,868 Pinjarra Road (Cnr Tonkin Drive),,
,204 Great Eastern Highway,116.73663185,-31.635708299999997
,2 Hollosy Way (Cnr Pinjar Road),,
,614 Baldivis Road (Cnr Safety Bay Road),,
,303 Great Eastern Highway,116.00614934057825,-31.89065041944167
,176 Canning Highway,115.81428252602235,-32.03423405
,490 Karrinyup Road,115.76702953708136,-31.873906600956925
,1 Capital Road (Cnr Alexander Drive),,
,585 Canning Highway (Cnr North Lake Road),,
,240 Toodyay Road (Cnr Lewis Jones Crss),,
,56 Albany Highway,174.71754547760673,-36.76097523853126
,1 Morwell Street,115.64309778432919,-31.549702778354543
,289 Beeliar Drive,115.80852881256561,-32.12898730013087
,12-14 Cajarina Road (Cnr Pardoo Street),,
,119 Kurnall Road,115.95416257421694,-31.999079192530115
,259 Bussell Highway,115.6470228947368,-33.373480584689
,11 Shorehaven Bvd,115.67703705979027,-31.5999664355245
,Cnr Grand Ent & The Promenade,,
,317 Millhouse Road,-86.30136308461536,35.57408497307691
,5 Hamelin Drive,115.91203011683983,-31.846565208108096
,162 Chester Pass Road,118.20455349999999,-34.27343053333333
,Lot 68 Pennant Road,-3.772351917857144,53.193940846428575
,36 Duchess Street,-71.46973474623287,41.694702551027376
,15 Sarah Cl,-1.8245554932955605,50.743726016902805
,25 Cecil Ave,-1.4389355947314595,50.92490752511505
,90 Robinson Street,-76.95300256051776,44.246393692880275
,1244 Marmion Ave,115.7378045287234,-31.73871377907806
,372 Grand Prom,115.87118350071677,-31.896385656630873
,106 Frederick Street,-80.13608692964827,43.612193522110545
,2 Recreation Drive,-81.33448346363637,27.124219447727285
,11 Main Street,-72.39070177809123,40.8852054995851
,651 Old Coast Road,115.66981390909092,-32.72215374545454
,5 Howtree Pl,115.7944550590614,-31.937328422815508
,78C Hale Road,0.5006211571428569,51.43314157926267
,59 Cathedral Ave,114.61098881555024,-28.77569448020896
,37 Canham Way,115.82067934556757,-31.821513440746468
,189 Winton Road,-73.25716468730157,41.15195487946427
,104 Brookman Street,-80.80268023117642,37.33934807823528
,Lot 1437 Warambie Road,,
,6 Chisham Ave,115.82141023083616,-32.244735740940776
,77 Attfield Street,115.75487775488749,-32.062525092668736
,207 Burslem Drive,115.97468601225887,-32.061423938429726
,168 Wanneroo Road (opp Giralt Road),,
,330 Pinjarra Road,115.74143664441209,-32.53286203875182
,10-12 Magenta Tce,115.74213805425096,-32.51040056740887
,89 Mottram Street,-1.4795543790874546,53.55458444971483
,53 Yirrigan Drive,115.86264553470848,-31.873283918776668
,60 Russell Street,138.51921823076316,-34.85369198769482
,86 Wellington Street,-77.47086355153844,44.509236391538444
,401 Scarborough Beach Road,115.79947129954826,-31.90259113071365
,150 Anderson Street,-79.40665743269227,35.34142590192309
,12 Saltaire Way,-72.54253649727272,41.01692323363637
,219 Hampton Road,-71.15498784355827,42.09833906319017
,752 North Lake Road,-74.06305498965519,42.19897063965519
,466 Warton Road,-77.77846733333331,40.419843444444446
,202 Warnbro Sound Ave,115.76148151833988,-32.39773818629342
,470 Whitfords Ave,115.74690949456938,-31.79777629550037
,20 Windsor Road,-72.79207739999995,41.6484998711712
,6672 Bussell Highway,115.6470228947368,-33.373480584689
,1014 North West Coastal Highway,113.7010071178571,-24.86388630833334
,57 Goldfields Road,118.27498147831328,-31.47601478915663
,16 Flinders Cct,153.02811908514602,-27.338286015119348
,12 Bald Island Road,118.40224233333333,-34.8812183
,570 Rosedale Road,,
,342 Albany Highway,-84.2914731,31.673435833333333
,250 Albany Highway,174.69936013987305,-36.75193864615382
,269 South Western Highway,115.90540695384617,-32.936267123076924
,1001 Joondalup Drive,115.76675104225107,-31.744978917597173
,34 Jackson Street,-72.77489428283873,41.68684456464519
,8 Durnin Ave,-90.54757882428204,41.51801183446476
,1128 Albany Highway,-122.61750415467623,44.784600797841726
,1 Timberyard Way,115.80822516338978,-32.120129858983034
,394 Canning Highway,115.79236338747513,-32.033859401789265
,35 Frank Street,172.61056315729778,-43.49666172593479
,71 Cranford Ave,-74.12490154628463,40.57140985165619
,19 Napier Tce,176.91000503655823,-39.489210005392586
,44 Benningfield Road,-85.29566758095238,37.460137442857146
,9805 Forrest Highway,115.71816834285713,-33.21049449642857
,70 Forrest Ave,115.64550740120191,-33.33956467620197
,88 Causeway Road,138.49401110592208,-34.8420190664756
,61 Butler Bvd,-73.69310503225411,40.70706557521792
,280 Bannister Road,115.89733396179108,-32.07272941900502
,1 Johnson Road,-70.32113514277113,43.65131133855418
,269 Stirling Highway,115.75791936297212,-32.01215947405538
,36 Ocean Keys Bvd,115.71944541910104,-31.690472552941205
,223 Belmont Ave,-73.56525439808668,40.719282467270936
,57 Johnston Street,-76.13897077113403,45.12821335395189
,47 Church Road,1.1604469277716796,51.7934285135017
,67 Walter Road West,-78.625148175,34.8381631
,193 Warwick Road,-1.8068907603494633,52.4381184471774
,64 Dunn Bay Road,115.10580383180319,-33.61670746622955
,57 Joondalup Drive,115.76675104225107,-31.744978917597173
,3 Goodwood Cres,-1.3194402528643205,52.95826124442209
,25 Andrew Street,-80.50420234000005,43.455302694351055
,87 Great Northern Highway,118.6360657917526,-20.38002457835052
,2 Strelitzia Ave,31.747834748591544,-28.96456686408451
,101 Hampton Road,-71.15314814107144,42.10453529166665
,60 Marangaroo Drive,115.8780335223614,-31.833552366368515
,14 Guava Way,115.70400388409418,-32.54894838865836
,3 Guildford Road,-0.3332272939130433,51.29425199097824
,6 Jersey Street,151.12889197901234,-33.73404506419754
,222 Manning Road,,
,6 Madigan Road,-73.58902960625001,42.86936683125
,13 Searipple Road,116.84689311363645,-20.733281946590917
,518 Abernethy Road,-122.59808487869327,45.36210722556816
,47 Renegade Way,115.8025677551537,-31.819674974502696
,17 Poinciana Street,152.960204442384,-27.59415563807949
,4 Beach Street,176.99090329863327,-37.95291891138953
,49 Banksiadale Gte,115.7634472311688,-32.47063263831168
,70 Nicholson Road,174.79187714067342,-41.25044653212438
,29/51 Farrington Street,144.2882254868979,-36.758397045472066
,117 Burslem Drive,115.97468601225887,-32.061423938429726
,492 Alexander Drive,-97.35546624290122,37.56762764012347
,Cnr Pinjarra Road & Watson Drive,,
,78 Bussell Highway,115.6470228947368,-33.373480584689
,Lot 821 Main Street,-76.7670607654762,41.10739591904761
,Lot 46 Great Northern Highway,118.6360657917526,-20.38002457835052
,582 Stirling Highway,115.75791936297212,-32.01215947405538
,253 Walcott Street,-71.37347182204245,41.87772413619823
,1 The Esplanade,1.2009490577557755,51.80616633828381
,69 North Lake Road,-79.4537578618422,43.947102479385926
,10 Beamish Ave,116.6704673829509,-31.655917422950804
,6 Marina Bvd,-80.72668175197366,32.37956973092106
,11 Roberts Street West,170.36619105454545,-43.26272442727273
,80 Carrington Street,-71.40842719020814,41.90800568874993
,480 William Street,-77.00246714897301,42.861821240442346
,Lot 2065 Wilson Street,,
,205 West Coast Highway,103.81310567396142,1.2719652625665603
,492 Mandurah Road,115.74384354067479,-32.5121196333925
,Lot 5553 Great Northern Highway,,
,3 Canning Highway,115.81428252602235,-32.03423405
,216 Lakey Street,-121.71847296571424,42.22491866857143
,2 Fortyn Ct,114.61573672009727,-28.788761034359815
,1333 Great Northern Highway,-84.31932767857143,46.57170797142857
,2 Napoleon Prom,115.25121729650003,-33.67644836874995
,66 Kent Street,-79.25229853437507,42.88498092760418
,1-9 Gnangara Drive,115.75391426433406,-32.31572737426637
,1 Niche Pde,115.85289006212876,-31.79408149925742
,621 Wanneroo Road,115.82621398749991,-31.860179610461934
,274 Erindale Road,115.80045120928465,-31.86845729086755
,337 Cambridge Street,-71.08423179042343,42.369939485202906
,30 Thomas Street,-4.159870615174415,51.682506224883646
,88 Champion Drive,-84.03806039115648,33.704927750340154
,239-247 High Road,-8.500195243957508,51.70311558233739
,115 North West Coastal Highway,114.62190413868161,-28.76806179776121
,93 Capel Drive,-73.35205221780413,40.8026094973294
,14755 South Western Highway,115.90540695384617,-32.936267123076924
,142 Dunreath Drive,115.95090409059178,-31.938219807274496
,60 Bussell Highway,115.6470228947368,-33.373480584689
,24 Maitland Road,-117.64103535253795,33.55329357677666
,4 Johnston Street,-76.02144040091741,44.90595915412842
,11 Charlotte Street,-77.00687785013261,41.25282089376654
,1230 Rosa Brook Road,115.08530334804465,-33.969493279888276
,8222 South Western Highway,115.90540695384617,-32.936267123076924
,46 Clarendon Street,-0.4739170212950611,52.142767680440535
,39 Moreton Tce,114.18743766876763,22.280657449397495
,7 Clementson Street,122.22025021943463,-17.96813793250884
,125 Robinson Street,-79.8749066190383,43.25392705227343
,520 Robinson Street,113.69526861491225,-24.864913729824558
,5 Margerison Street,116.14462846097562,-34.254203626829266
,21 Willis Street,153.0367488788991,-27.512490241284432
,38 Peel Tce,-2.1157246091988147,52.81545193014834
,254 South Western Highway,115.90540695384617,-32.936267123076924
,127 Giblett Street,115.97922979354841,-32.363913266129025
,48 McLarty Street,-80.52112698140441,34.97273824421332
,111 Morgans Street,115.83282951448416,-31.902032365872987
,2 Brinsden Road,121.43366987674416,-30.779664037209308
,1309 Lower Denmark Road,-74.99418964878049,40.80396837886179
,2 Huston Street,-78.45744627959186,44.14786250612245
,67 Lundy Ave,-75.03707698451235,39.86758216290634
,54 Cumberland Road,-73.8662160961207,41.55108927801724
,53 Emanuel Way,-121.25773730277005,38.02865882770081
,Lot 277 Great Northern Highway,,
,18 Nockolds Street,116.7304916140496,-34.976552576033065
,7 South Western Highway,116.18269792432433,-34.16717477567566
,94 Ommaney Road,-0.041181617431192676,51.473328517859215
,328 Marine Tce,-121.09174860852018,35.548265208071726
,12 Auger Way,-78.75380518617885,38.82120072032521
,84 Strelly Street (Cnr Fairlawn Road),,
,20 Great Eastern Highway,116.73663185,-31.635708299999997
,2 Bayview Drive,-6.12402679688972,53.24715530160226
,28 Blackwood Road,153.10655236906376,-27.638836873405673
,143 Throssell Street,149.07983046761066,-35.324351631157676
,65 Roberts Street,-72.7785292840459,41.655660222532866
,40 Kent Street,-63.128275083006194,46.235564614539925
,81 King Road,-73.67748982968747,43.135120332812505
,14270 South Western Highway,115.90540695384617,-32.936267123076924
,63 Avon Tce,-74.33373148154507,40.57285199213159
,213 Harbour Road,177.09317421428574,-37.97931090238096
,777 Great Northern Highway,118.6360657917526,-20.38002457835052
,154 Albany Highway,-84.34828262916663,31.71999371458334
,1615 Canning Road,-79.39806294705882,44.78438441176471
,47 Albany Highway,-73.70043702607805,42.743172914168355
,22 Bashford Street,-73.89619828157898,40.93532949102872
,2263 Mandurah Road,115.74384354067479,-32.5121196333925
,12425 Bussell Highway,115.6470228947368,-33.373480584689
,7 Hutton Street,-70.91586180387321,42.557788520070446
,63 William Street,171.74948124358295,-43.905892899732606
,103 Calista Ave,-72.02416067222222,44.536851828240735
,2341 Albany Highway,-123.23227181324205,44.59390476712333
,69-71 Wilson Street,-1.4791158458563562,52.91968758984026
,2 Cockatoo Street,153.2161402551725,-27.70749813813387
,2 Cowle Street,133.86600070172415,-23.702539634827595
,557 Albany Highway,-84.41791013225806,31.75447377419355
,17 Brisbane Street (Cnr Pier Street),,
,Cnr Pinjarra Road & Carey Street,,
,10805 Brand Highway,115.50275094285715,-30.396224842857148
,639 Frenchmans Bay Road,,
,259 Railway Ave,-80.99114799569216,43.35817407076922
,512 Rudds Gully Road,114.68962287045456,-28.816213095454547
,43738 South Coast Highway,34.26342275263158,44.529890693421045
,119 Main Street,-68.37998131111111,47.32599287777777
,16 Main Street,-72.39110206248957,40.88608767991707
,1 Fortyn Ct,114.6164075754414,-28.789171827608342
,74 Bashford Street,115.03867716497894,-30.30480777679323
,Cnr Great Eastern Highway & Yilgarn Ave,,
,108 Great Northern Highway,118.6360657917526,-20.38002457835052
,753 Geraldton-Mt Magnet Road,115.0979136,-28.699693
,48 Lowood Road,117.66240358709673,-34.627697781720435
,20 Paterson Street,176.22577223306993,-37.67400906890649
,22 Fairway Street,153.0108230754646,-27.32677440718713
,Lot 315 Great Northern Highway,118.6360657917526,-20.38002457835052
,49 Great Eastern Highway,116.03114890509852,-31.896621649835573
,7 Mead Street,116.05767066767677,-31.973148738181834
,1 Davison Street,115.98843766575989,-32.0462949096
,6 Beacham Road,-73.82966013396226,41.94605294716982
,443 Great Eastern Highway,115.94939431553934,-31.932357034777983
,6 Windy Harbour Road,-3.020899887625418,53.613053009364535
,17 Zamia Street,125.63710695877201,7.140755742105265
,4 Bayonet Head Road (Cnr Lower King Road),,
,31 Barlee Street,152.95118476698104,-26.47609205094342
,10 Nockolds Street,116.73298205089283,-34.977270681250005
,6947 South Western Highway,115.90540695384617,-32.936267123076924
,52 Mitchell Road,177.41539173448274,-39.036455820689646
,200 Mirrabooka Ave,115.853478681115,-31.829068541366894
,10 Orchard Ave,-61.390308019191906,10.458686391919194
